[Unknown Speaker],,[Unknown Speaker]
"#""Oh, uh...""",,"#""โอ๊ะ เอิ่ม..."""
[NewLine();],,[NewLine();]
"#""You're not Mia Fey, are you?""",,"#""คุณไม่ใช่<มีอา เฟย์> หรอกเหรอ?"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""I'm sorry but Ms. Mia Fey""",,"#""ขอโทษด้วยนะ แต่คุณ<มีอา เฟย์>"""
[NewLine();],,[NewLine();]
"#""no longer...""",,"#""ไม่ได้..."""
[Wait(10);],,[Wait(10);]
"#"" works here.""",,"#"" ทำงานที่นี่แล้ว"""
[ReadKey();],,[ReadKey();]
,,
[Unknown Speaker],,[Unknown Speaker]
"#""So you are...?""",,"#""งั้นคุณก็เป็น...?"""
[NewLine();],,[NewLine();]
"#""The coffee boy?""",,"#""ไรเดอร์ส่งอาหาร?"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""I'm Phoenix Wright...""",,"#""ฉันชื่อ<ฟีนิกซ์ ไรท์>..."""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""A defense attorney.""",,"#""เป็นทนายความ"""
[ReadKey();],,[ReadKey();]
,,
[Unknown Speaker],,[Unknown Speaker]
"#""Wright...""",,"#""<ไรท์>..."""
[Wait(20);],,[Wait(20);]
"#"" Wright...""",,"#"" <ไรท์>..."""
[NewLine();],,[NewLine();]
"#""Wait!""",,"#""เดี๋ยวนะ!"""
[ReadKey();],,[ReadKey();]
"#""You're THE Phoenix Wright!?""",,"#""คุณคือ<ฟีนิกซ์ ไรท์>!?"""
[ReadKey();],,[ReadKey();]
"#""The Phoenix Wright from """,,"#""<ฟีนิกซ์ ไรท์>จาก"""
[SetTextColor(Red);],,[SetTextColor(Red);]
"#""the """,,"#""คดีที่"""
[NewLine();],,[NewLine();]
"#""Edgeworth murder case""",,"#""คุณ<เอ็จเวิร์ธ>เป็นฆาตกรน่ะนะ"""
[SetTextColor(White);],,[SetTextColor(White);]
"#""!?""",,"#""!?"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Um, yes, that's correct.""",,"#""เอิ่ม ใช่ นั่นแหละ"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(It wasn't Edgeworth who""",,"#""(แต่<เอ็จเวิร์ธ>ไม่ใช่ฆาตกร"""
[NewLine();],,[NewLine();]
"#""was murdered, though...)""",,"#""ซะหน่อย...)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
,,
[Unknown Speaker],,[Unknown Speaker]
"#""That's a relief then!""",,"#""ใจชื้นขึ้นมาเลย!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""You're better than nobody!""",,"#""ก็ยังดีกว่าใครที่ไหนก็ไม่รู้ละกัน!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""I'm sorry...""",,"#""เสียใจด้วยนะ..."""
[Wait(20);],,[Wait(20);]
"#"" I'm afraid I'm""",,"#"" แต่ฉันเกรงว่า"""
[NewLine();],,[NewLine();]
"#""not taking cases right now.""",,"#""ฉันไม่รับทำคดีในตอนนี้"""
[ReadKey();],,[ReadKey();]
,,
[Unknown Speaker],,[Unknown Speaker]
"#""But, you are Phoenix Wright,""",,"#""แต่คุณคือ<ฟีนิกซ์ ไรท์>"""
[NewLine();],,[NewLine();]
"#""right?""",,"#""ไม่ใช่เหรอ?"""
[ReadKey();],,[ReadKey();]
"#""The undefeated defense""",,"#""ทนายฟ้าประทานไร้พ่าย?"""
[NewLine();],,[NewLine();]
"#""attorney?""",,"#"""""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Look, I'm not accepting any""",,"#""ฟังนะ ฉันไม่รับทำคดี"""
[NewLine();],,[NewLine();]
"#""new cases.""",,"#""ใน ณ ตอนนี้"""
[Op_2D();],,[Op_2D();]
"#""I'm sorry, but you'll have""",,"#""ขอโทษด้วย แต่เธอต้องไป"""
[NewLine();],,[NewLine();]
"#""to try elsewhere.""",,"#""ลองหาที่อื่นดูแล้วล่ะ"""
[ReadKey();],,[ReadKey();]
,,
[Unknown Speaker],,[Unknown Speaker]
"#""Please!""",,"#""ได้โปรด!"""
[NewLine();],,[NewLine();]
"#""I'm out of time!""",,"#""หนูไม่มีเวลาเหลือแล้ว!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""But...""",,"#""แต่..."""
[ReadKey();],,[ReadKey();]
,,
[Unknown Speaker],,[Unknown Speaker]
"#""Please, you have to help!""",,"#""ได้โปรด คุณต้องช่วยหนูนะ!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""I-""",,"#""พ-"""
[Wait(8);],,[Wait(8);]
"#""it's """,,"#""พี่สาว"""
"#""my sister!""",,"#""หนู!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""...!""",,"#""...!"""
[Wait(20);],,[Wait(20);]
[Op_2D();],,[Op_2D();]
[ClearText();],,[ClearText();]
,,
[Phoenix Wright],,[Phoenix Wright]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(Maya...?""",,"#""(<มายา>...?"""
[Wait(20);],,[Wait(20);]
"#"" Could it be...?)""",,"#"" หรือว่า...?)"""
[SetTextColor(White);],,[SetTextColor(White);]
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""...""",,"#""..."""
[Op_2D();],,[Op_2D();]
"#""Okay.""",,"#""โอเค"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""I'll hear you out.""",,"#""ยอมฟังก็ได้"""
[ReadKey();],,[ReadKey();]
,,
[Unknown Speaker],,[Unknown Speaker]
"#""R-""",,"#""จ-"""
[Wait(8);],,[Wait(8);]
"#""really!?""",,"#""จริงเหรอ!?"""
[NewLine();],,[NewLine();]
"#""Thank you so much!""",,"#""ขอบคุณมากค่ะ!"""
[ReadKey();],,[ReadKey();]
"#""My name's Ema,""",,"#""หนูชื่อ<เอม่า>"""
[Wait(10);],,[Wait(10);]
"#"" Ema Skye.""",,"#"" <เอม่า สกาย>"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""I'm a scientific investigator.""",,"#""หนูเป็นนักสืบวิทยาศาสตร์"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(Scientific investigator?)""",,"#""(นักสืบวิทยาศาสตร์?)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
[Op_15();],,[Op_15();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Mia's plant, ""Charley.""""",,"#""ต้นไม้ของ<มีอา>ชื่อ ""ชาร์ลี่"""""
[Op_2D();],,[Op_2D();]
"#""I've been taking care of""",,"#""ฉันเป็นคนดูแลมันแทน"""
[NewLine();],,[NewLine();]
"#""him in Maya's absence.""",,"#""ตอนที่<มายา>ไม่อยู่"""
[Op_2D();],,[Op_2D();]
[Op_15();],,[Op_15();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Difficult-looking legal books""",,"#""หนังสือกฎหมายตัวร้าย"""
[NewLine();],,[NewLine();]
"#""stand in a formidable row.""",,"#""วางเรียงกันอย่างน่าเกรงขาม"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""They mock me.""",,"#""พวกมันกำลังเยาะเย้ยฉัน"""
[Op_2D();],,[Op_2D();]
"#""I tried reading one,""",,"#""มีตอนนึงที่ฉันพยายาม"""
[NewLine();],,[NewLine();]
"#""and it made my head hurt.""",,"#""อ่านมัน หัวฉันก็เริ่มปวด"""
[Op_2D();],,[Op_2D();]
"#""When I closed it, it slipped""",,"#""พอฉันหยุดอ่านแล้วปิดหนังสือ"""
[NewLine();],,[NewLine();]
"#""out of my hand.""",,"#""มันก็หลุดมือ """
[Wait(20);],,[Wait(20);]
"#"" Then my foot""",,"#"" ทีนี้เท้าฉัน"""
[NewLine();],,[NewLine();]
"#""hurt too.""",,"#""ก็ปวดไปด้วยเลย"""
[Op_2D();],,[Op_2D();]
[Op_15();],,[Op_15();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Looks like it's cleaning""",,"#""เหมือนว่าโรงแรมจะ"""
[NewLine();],,[NewLine();]
"#""day again at the hotel """,,"#""คลีนนิ่งเดย์กันอีกแล้ว"""
[NewLine();],,[NewLine();]
"#""across the way.""",,"#""ขยันขันแข็งกันจริงๆ"""
[Op_2D();],,[Op_2D();]
"#""I hear they're planning""",,"#""ฉันได้ยินมาว่าพวกเขา"""
[NewLine();],,[NewLine();]
"#""a second branch outside""",,"#""จะเปิดสาขาสอง"""
[NewLine();],,[NewLine();]
"#""the city.""",,"#""ข้างนอกตัวเมืองด้วย"""
[Op_2D();],,[Op_2D();]
"#""Egads!""",,"#""อุ๊ยตาย!"""
[Wait(20);],,[Wait(20);]
"#"" The bellboy was""",,"#"" บ๋อยโรงแรมกำลังจ้อง"""
[NewLine();],,[NewLine();]
"#""staring right at me.""",,"#""มาที่ฉัน"""
[Op_2D();],,[Op_2D();]
[Op_15();],,[Op_15();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Mia's desk.""",,"#""โต๊ะของ<มีอา>"""
[Op_2D();],,[Op_2D();]
"#""I sit here even less now""",,"#""ฉันไม่ค่อยได้มานั่งเท่าไหร่"""
[NewLine();],,[NewLine();]
"#""that I've stopped taking""",,"#""หลังจากที่หยุดรับคดี"""
[NewLine();],,[NewLine();]
"#""cases.""",,"#"""""
[Op_2D();],,[Op_2D();]
"#""I ought to at least dust""",,"#""อย่างน้อยฉันน่าจะมา"""
[NewLine();],,[NewLine();]
"#""it off once in a while.""",,"#""ปัดฝุ่นบ้างบางครั้งบางครา"""
[Op_2D();],,[Op_2D();]
[Op_15();],,[Op_15();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""There's a poster of the""",,"#""มันมีโปสเตอร์"""
[NewLine();],,[NewLine();]
"#""Steel Samurai on the wall.""",,"#""ซามูไรเหล็กไหลอยู่บนกำแพง"""
[Op_2D();],,[Op_2D();]
"#""Maya stuck it up here""",,"#""<มายา>เป็นคนมาแขวนไว้"""
[NewLine();],,[NewLine();]
"#""on the day that she left.""",,"#""ก่อนเธอจะกลับไป"""
[Op_2D();],,[Op_2D();]
"#""I didn't have the heart""",,"#""ฉันไม่กล้าเอามันออกเลย"""
[NewLine();],,[NewLine();]
"#""to take it down.""",,"#"""""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""...""",,"#""..."""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""I do sometimes get strange""",,"#""แต่บางครั้งฉันก็โดนมอง"""
[NewLine();],,[NewLine();]
"#""looks from the clients, though.""",,"#""แปลกๆ จากลูกความ"""
[Op_2D();],,[Op_2D();]
[Op_15();],,[Op_15();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Ema, """,,"#""<เอม่า>"""
[Wait(10);],,[Wait(10);]
"#""was it? """,,"#""ใช่ไหม?"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""So you're a """,,"#""เธอ"""
"#""""scientific""",,"#""เป็น"""
[NewLine();],,[NewLine();]
"#""investigator""?""",,"#""""นักสืบวิทยาศาสตร์"" งั้นสินะ?"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""Yes!""",,"#""ใช่!"""
[Wait(20);],,[Wait(20);]
"#"" That's right!""",,"#"" แด็สไรท์!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""Is...""",,"#""คุณ..."""
[Wait(20);],,[Wait(20);]
"#"" something wrong?""",,"#"" มีปัญหาอะไรหรือเปล่าคะ?"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""No,""",,"#""ไม่"""
[Wait(10);],,[Wait(10);]
"#"" it's just,""",,"#"" ก็แค่"""
[Wait(8);],,[Wait(8);]
"#"" you seem""",,"#"" เธอเหมือนแบบ"""
[NewLine();],,[NewLine();]
"#""kind of,""",,"#""ประมาณว่า"""
[Wait(8);],,[Wait(8);]
"#"" er,""",,"#"" เอ่อ"""
[Wait(8);],,[Wait(8);]
"#"" jumpy.""",,"#"" มือใหม่"""
[Wait(15);],,[Wait(15);]
"#"" Or""",,"#"" หรือ"""
[NewLine();],,[NewLine();]
"#""maybe just...""",,"#""อาจจะแบบว่า..."""
[Wait(8);],,[Wait(8);]
"#"" young?""",,"#"" เด็กไปหน่อยไหม?"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""Young?""",,"#""เด็กเหรอ?"""
[ReadKey();],,[ReadKey();]
"#""I'll be sixteen years""",,"#""ปีนี้หนูจะอายุ"""
[NewLine();],,[NewLine();]
"#""old this year!""",,"#""สิบหกแล้วนะ!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Oh, I see...""",,"#""อ๋อ เข้าใจละ..."""
[Wait(20);],,[Wait(20);]
"#"" """,,"#"" """
"#""wait!""",,"#""เดี๋ยว!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""Only sixteen!?""",,"#""แค่สิบหกเองเหรอ!?"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""I'm set to be formally""",,"#""หนูตั้งเป้าว่าจะทำงานเป็น"""
[NewLine();],,[NewLine();]
"#""assigned to Forensics in""",,"#""หมอนิติเวช"""
[NewLine();],,[NewLine();]
"#""three more years.""",,"#""ในอีกสามปี"""
[ReadKey();],,[ReadKey();]
"#""My work is becoming """,,"#""ผลงานของหนูก็เริ่ม"""
"#""quite""",,"#"""""
[NewLine();],,[NewLine();]
"#""well known...""",,"#""มีชื่อเสียงบ้างแล้ว..."""
[NewLine();],,[NewLine();]
"#""At my age,""",,"#""ขนาดอายุยังเท่านี้"""
[Wait(15);],,[Wait(15);]
"#"" no less!""",,"#""นะเนี่ย!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Um, so what exactly is your""",,"#""เอิ่ม แล้วตำแหน่งที่เธอ"""
[NewLine();],,[NewLine();]
"#""current position, then?""",,"#""ทำงานอยู่ตอนนี้คืออะไรล่ะ?"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""Well, legally speaking...""",,"#""ก็ ถ้าให้พูดในเชิงนิติศาสตร์..."""
[ReadKey();],,[ReadKey();]
"#""I guess you'd call me an""",,"#""ก็คงจะเรียกหนูว่า"""
[Wait(15);],,[Wait(15);]
[NewLine();],,[NewLine();]
"#""""Eleventh Grader.""""",,"#""""นักเรียนชั้นมัธยมศึกษาปีที่ 5"""""
[ReadKey();],,[ReadKey();]
"#""But I'm ready to do my job!""",,"#""แต่หนูพร้อมทำงานแล้วนะ!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""At my age,""",,"#""ขนาดอายุยังเท่านี้"""
[Wait(15);],,[Wait(15);]
"#"" no less!""",,"#""นะเนี่ย!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(Great, another future""",,"#""(เยี่ยมเลย ผู้เชี่ยวชาญ"""
[NewLine();],,[NewLine();]
"#""professional in training...)""",,"#""ที่กำลังฝึกฝนอีกแล้ว...)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
[Op_15();],,[Op_15();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""So what's this about a case?""",,"#""แล้วเรื่องคดีล่ะ?"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""You said the trial's tomorrow?""",,"#""เธอบอกว่าศาลเริ่มพรุ่งนี้เหรอ?"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""My sister """,,"#""พี่สาวหนูไม่ได้"""
"#""didn't do it!""",,"#""เป็นคนทำ!"""
[NewLine();],,[NewLine();]
"#""She wouldn't stab someone""",,"#""ไม่มีทางที่เธอจะไปใช้มีด"""
[NewLine();],,[NewLine();]
"#""with a knife!""",,"#""แทงใคร!"""
[Wait(20);],,[Wait(20);]
"#"" She wouldn't!""",,"#"" ไม่มีทาง!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""So...""",,"#""งั้น..."""
[Wait(20);],,[Wait(20);]
"#"" it's a murder case.""",,"#"" ก็เป็นคดีฆาตกรรมสินะ"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""I don't care if there's a""",,"#""หนูไม่สนว่าจะมีพยาน"""
[NewLine();],,[NewLine();]
"#""witness who saw her do it!""",,"#""มาเห็นเธอทำ!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""She didn't do it!""",,"#""เธอไม่ได้ทำ!"""
[ReadKey();],,[ReadKey();]
"#""I know she didn't do it!""",,"#""หนูรู้ว่าเธอไม่ได้ทำแน่!"""
[NewLine();],,[NewLine();]
"#""It's a scientific fact!""",,"#""มันเป็นข้อเท็จจริงทางวิทยาศาสตร์!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""And...""",,"#""แล้วก็..."""
[Wait(20);],,[Wait(20);]
"#"" there's a witness.""",,"#"" มีพยานซะด้วย"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""J-""",,"#""ป-"""
[Wait(8);],,[Wait(8);]
"#""just talk to her!""",,"#""ไปคุยกับเธอ!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""You have to talk to her!""",,"#""คุณต้องไปคุยกับเธอนะ!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Right...""",,"#""ก็ได้..."""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""I suppose I will.""",,"#""อย่างงั้นก็ได้"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""I promised her I'd bring""",,"#""หนูสัญญาว่าจะพา"""
[NewLine();],,[NewLine();]
"#""Mia Fey, but...""",,"#""<มีอา เฟย์>ไปหา แต่..."""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(That's interesting...)""",,"#""(น่าสนใจ...)"""
[Op_2D();],,[Op_2D();]
"#""(How would she know """,,"#""(เธอรู้จัก"""
[SetTextColor(Red);],,[SetTextColor(Red);]
"#""Mia""",,"#""<มีอา>"""
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""?)""",,"#""ได้ยังไง?)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
[Op_15();],,[Op_15();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""So, you want to be a""",,"#""งั้นเธอโตไปอยากเป็น"""
[NewLine();],,[NewLine();]
"#""scientific investigator""",,"#""นักสืบวิทยาศาสตร์"""
[NewLine();],,[NewLine();]
"#""when you grow up, then?""",,"#""ใช่ไหม?"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""E-""",,"#""ท-"""
[Wait(10);],,[Wait(10);]
"#""excuse me?""",,"#""โทษทีนะคะ?"""
[ReadKey();],,[ReadKey();]
"#""I'm """,,"#""หนู"""
"#""not a child,""",,"#""ไม่ใช่เด็กนะ"""
[Wait(15);],,[Wait(15);]
[NewLine();],,[NewLine();]
"#""I'll have you know!""",,"#""บอกไว้ก่อน!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Still, it's good to have a""",,"#""แต่มีเป้าหมายก็ดีแล้วล่ะ"""
[NewLine();],,[NewLine();]
"#""goal.""",,"#"""""
[Wait(20);],,[Wait(20);]
"#"" Albeit a very unusual""",,"#""ถึงแม้ว่ามันเป็น"""
[NewLine();],,[NewLine();]
"#""one. """,,"#""เป้าหมายที่แปลกก็เถอะ"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""I believe investigations""",,"#""หนูเชื่อว่าการสืบสวน"""
[NewLine();],,[NewLine();]
"#""should be done scientifically!""",,"#""ต้องเป็นไปตามหลักวิทยาศาสตร์!"""
[ReadKey();],,[ReadKey();]
"#""Don't you?""",,"#""คิดเหมือนหนูไหม?"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Uh, yeah.""",,"#""เอ่อ ใช่ เห็นด้วย"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(Sure can't fault her""",,"#""(โทษเธอไม่ได้หรอกนะ"""
[NewLine();],,[NewLine();]
"#""for a lack of enthusiasm.)""",,"#""ที่ฉันไม่อินด้วยน่ะ)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""If this case is handled""",,"#""ถ้าคดีนี้ถูกสืบสวนด้วย"""
[NewLine();],,[NewLine();]
"#""scientifically,""",,"#""ขั้นตอนทางวิทยาศาสตร์"""
[Wait(15);],,[Wait(15);]
"#"" """,,"#"""""
"#""I'm sure my""",,"#"""""
[NewLine();],,[NewLine();]
"#""sister's name will be cleared!""",,"#""หนูเชื่อว่าพี่หนูไม่มีความผิดแน่!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Your sister...?""",,"#""พี่เหรอ...?"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""I've been doing research,""",,"#""ดูก็รู้ว่า"""
[NewLine();],,[NewLine();]
"#""you know!""",,"#""หนูทำการวิจัยมา!"""
[ReadKey();],,[ReadKey();]
"#""I'm developing a new""",,"#""หนูกำลังพัฒนา"""
[NewLine();],,[NewLine();]
"#""scientific method of""",,"#""วิธีใหม่ในการสืบสวนคดี"""
[NewLine();],,[NewLine();]
"#""case investigation!""",,"#""โดยใช้หลักการวิทยาศาสตร์!"""
[ReadKey();],,[ReadKey();]
"#""I'll show you when I'm done!""",,"#""ทำเสร็จแล้วเดี๋ยวบอกละกัน!"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""I'm looking forward to it.""",,"#""เดี๋ยวรอดูเลย"""
[Op_2D();],,[Op_2D();]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(Guess I should get down to""",,"#""(ฉันคงต้องไปที่"""
[NewLine();],,[NewLine();]
"#""the Detention Center and""",,"#""สถานกักกันแล้ว"""
[NewLine();],,[NewLine();]
"#""talk to her sister.)""",,"#""ไปคุยกับพี่สาวเธอสินะ)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
[Op_15();],,[Op_15();]
,,
[Ema],,[Ema]
"#""My sister asked for Mia""",,"#""พี่สาวหนูเจาะจง"""
[NewLine();],,[NewLine();]
"#""specifically.""",,"#""ว่าอยากได้คุณ<มีอา>"""
[ReadKey();],,[ReadKey();]
"#""This ""Mia Fey"" person...""",,"#""<มีอา เฟย์>คนนี้..."""
[NewLine();],,[NewLine();]
"#""was a few years below""",,"#""เป็นรุ่นน้องห่างกันไม่กี่ปี"""
[NewLine();],,[NewLine();]
"#""her in school.""",,"#""ตอนที่พี่เรียนอยู่"""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
