"#""He's much more forceful""",,"#""เขาดุดุดันไม่เกรงใจใคร"""
[NewLine();],,[NewLine();]
"#""in person.""",,"#""กว่าที่คิดซะอีก"""
[ReadKey();],,[ReadKey();]
"#""I suddenly feel like""",,"#""หนูรู้สึกอยากจะสารภาพ"""
[NewLine();],,[NewLine();]
"#""confessing to everything!""",,"#""ทุกอย่างที่ทำเลย!"""
[ReadKey();],,[ReadKey();]
,,
[Miles Edgeworth],,[Miles Edgeworth]
"#""However, she will now pay for""",,"#""ยังไงก็ตาม ถึงเวลาแล้ว"""
[NewLine();],,[NewLine();]
"#""her rashness with her life.""",,"#""ที่เธอจะต้องชดใช้ด้วยชีวิต"""
[ReadKey();],,[ReadKey();]
"#""There was a witness to her""",,"#""มันมีพยานผู้พบเห็น"""
[NewLine();],,[NewLine();]
"#""crime...""",,"#""การก่ออาชญากรรมของเธอ..."""
[ReadKey();],,[ReadKey();]
"#""A ""professional"" witness!""",,"#""พยาน ""มืออาชีพ""!"""
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""Well then, call your first""",,"#""ถ้างั้น เชิญพยานปากแรก"""
[NewLine();],,[NewLine();]
"#""witness, Mr. Edgeworth!""",,"#""ออกมาได้เลย คุณ<เอ็จเวิร์ธ>!"""
[ReadKey();],,[ReadKey();]
,,
[Miles Edgeworth],,[Miles Edgeworth]
"#""The prosecution calls its""",,"#""ฝ่ายโจทก์ขอเบิกตัว"""
[NewLine();],,[NewLine();]
"#""first witness, Ms. Angel""",,"#""พยานปากแรก คุณ<แองเจิล สตาร์>"""
[NewLine();],,[NewLine();]
"#""Starr, to the stand.""",,"#""ขึ้นคอกพยานครับ"""
[ReadKey();],,[ReadKey();]
,,
[Phoenix Wright],,[Phoenix Wright]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(The ""Cough-up Queen""...?)""",,"#""(""เจ้าแม่จับโป๊ะ"" อะนะ...?)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""Hmm?""",,"#""หืมม?"""
[Wait(20);],,[Wait(20);]
"#"" Haven't I seen you""",,"#"" ไม่ใช่ว่าผมเห็นคุณ"""
[NewLine();],,[NewLine();]
"#""somewhere...?""",,"#""มาก่อนรึเปล่า...?"""
[ReadKey();],,[ReadKey();]
,,
[Starr],,[Starr]
"#""You ordered the Caviar""",,"#""คุณสั่ง ""เซ็ตคาเวียร์เพลาเที่ยง"""""
[NewLine();],,[NewLine();]
"#""Lunch, right?""",,"#""สินะคะ?"""
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""Ho ho!""",,"#""โฮ่ โฮ่!"""
[Wait(20);],,[Wait(20);]
"#"" Caviar!""",,"#"" คาเวียร์!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""I've never eaten caviar""",,"#""ผมไม่เคยกินคาเวียร์"""
[NewLine();],,[NewLine();]
"#""before!""",,"#""มาก่อนเลย!"""
[ReadKey();],,[ReadKey();]
,,
[Phoenix Wright],,[Phoenix Wright]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(The judge is really""",,"#""(ผู้พิพากษาสวาปาม"""
[NewLine();],,[NewLine();]
"#""wolfing it down...)""",,"#""ซะเกลี้ยงเลย...)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
,,
[Starr],,[Starr]
"#""Ah, and for you... I have""",,"#""อ้ะ ของคุณ... ฉันมี"""
[NewLine();],,[NewLine();]
"#""a Fiesta Bowl.""",,"#""""เซ็ตชามหฤหรรษ์"""""
[Op_2D();],,[Op_2D();]
,,
[Phoenix Wright],,[Phoenix Wright]
"#""Uh...""",,"#""เอ่อ..."""
[Wait(20);],,[Wait(20);]
"#"" thanks.""",,"#"" ขอบคุณ"""
[ReadKey();],,[ReadKey();]
,,
[Miles Edgeworth],,[Miles Edgeworth]
"#""Will the witness state""",,"#""พยานบอกชื่อ"""
[NewLine();],,[NewLine();]
"#""her name and profession?""",,"#""และอาชีพหน่อยครับ"""
[ReadKey();],,[ReadKey();]
,,
[Starr],,[Starr]
"#""Ah, and you, sir...""",,"#""อ้า แล้วก็คุณค่ะ..."""
[NewLine();],,[NewLine();]
[Wait(15);],,[Wait(15);]
[Wait(36);],,[Wait(36);]
[Wait(30);],,[Wait(30);]
"#""Did you order ""The """,,"#""ที่คุณสั่งคือ"""
[NewLine();],,[NewLine();]
"#""Fingerprint"" lunchbox?""",,"#""""เซ็ตลายนิ้วมือ"" ใช่ไหมคะ?"""
[Op_2D();],,[Op_2D();]
,,
[Miles Edgeworth],,[Miles Edgeworth]
"#""It is too early for lunch.""",,"#""ยังเร็วไปสำหรับมื้อเที่ยงครับ"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""Your name and profession,""",,"#""บอกชื่อ อาชีพ"""
[NewLine();],,[NewLine();]
"#""please.""",,"#""มาทีครับ"""
[Op_2D();],,[Op_2D();]
,,
[Starr],,[Starr]
"#""...""",,"#""..."""
[ReadKey();],,[ReadKey();]
"#""Well, Your Honor?""",,"#""งั้น ท่านคะ?"""
[NewLine();],,[NewLine();]
"#""How does it taste?""",,"#""รสชาติเป็นยังไงบ้าง?"""
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""So this is why everyone raves""",,"#""นี่สินะเหตุผลที่ทุกคนพูดถึง"""
[NewLine();],,[NewLine();]
"#""about caviar!""",,"#""คาเวียร์กันเยอะขนาดนี้!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""It's so tasty it hurts!""",,"#""อร่อยแทบขาดใจ!"""
[ReadKey();],,[ReadKey();]
"#""I always thought caviar""",,"#""ผมนึกว่าคาเวียร์"""
[NewLine();],,[NewLine();]
"#""would taste like pickled""",,"#""จะรสชาติเหมือนกับ"""
[NewLine();],,[NewLine();]
"#""tapioca.""",,"#""มันสำปะหลังดองซะอีก"""
[ReadKey();],,[ReadKey();]
,,
[Phoenix Wright],,[Phoenix Wright]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(What the heck does pickled""",,"#""(แล้วมันสำปะหลังดอง"""
[NewLine();],,[NewLine();]
"#""tapioca taste like!?)""",,"#""มันรสชาติยังไงเนี่ย!?)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
,,
[Miles Edgeworth],,[Miles Edgeworth]
"#""Name.""",,"#""ชื่อ"""
[Wait(20);],,[Wait(20);]
"#"" Profession.""",,"#"" อาชีพ"""
[Wait(20);],,[Wait(20);]
"#"" Now.""",,"#"" เร็ว"""
[Op_2D();],,[Op_2D();]
,,
[Starr],,[Starr]
"#""Me?""",,"#""ฉันเหรอ?"""
[Wait(20);],,[Wait(20);]
"#"" The name is Angel Starr.""",,"#"" ฉันชื่อ<แองเจิล สตาร์>"""
[NewLine();],,[NewLine();]
"#""Don't go forgetting it.""",,"#""อย่าลืมซะล่ะ"""
[ReadKey();],,[ReadKey();]
"#""I find myself running""",,"#""ช่วงนี้ฉันคอยดูแล"""
[NewLine();],,[NewLine();]
"#""Lunchland these days.""",,"#""ดินแดนข้าวเที่ยงอยู่"""
[ReadKey();],,[ReadKey();]
"#""Is...""",,"#""นี่ใช่..."""
[Wait(20);],,[Wait(20);]
"#"" that what you wanted""",,"#"" สิ่งที่คุณต้องการให้พูดใช่ไหม"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""me to say, Mr. Edgeworth?""",,"#""คุณ<เอ็จเวิร์ธ>?"""
[Op_2D();],,[Op_2D();]
,,
[Miles Edgeworth],,[Miles Edgeworth]
"#""Very well, witness.""",,"#""ถ้างั้น พยาน"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""Please describe the incident""",,"#""โปรดบอกสิ่งที่เกิดขึ้น"""
[NewLine();],,[NewLine();]
"#""to us.""",,"#""ให้เราฟังที"""
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""The prosecution will wait!""",,"#""ฝ่ายโจทก์รอไปก่อน!"""
[NewLine();],,[NewLine();]
"#""I'm not finished eating...""",,"#""ผมยังกินไม่เสร็จ..."""
[ReadKey();],,[ReadKey();]
,,
[Phoenix Wright],,[Phoenix Wright]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(Hurry it up!)""",,"#""(ก็เร็วๆ สิเฮ้ย!)"""
[SetTextColor(White);],,[SetTextColor(White);]
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""Mmmm...""",,"#""งืมมม..."""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""Very well, Mr. Edgeworth.""",,"#""ถ้างั้น คุณ<เอ็จเวิร์ธ>"""
[ReadKey();],,[ReadKey();]
"#""As you know, we usually call""",,"#""เท่าที่คุณรู้ ปกติพวกเราจะเบิกตัว"""
[NewLine();],,[NewLine();]
"#""on the police to provide a""",,"#""ตำรวจมาเพื่อฟังเนื้อหาของคดี..."""
[NewLine();],,[NewLine();]
"#""description of the crime...""",,"#"""""
[ReadKey();],,[ReadKey();]
,,
[Starr],,[Starr]
"#""Your Honor, as Mr. Edgeworth""",,"#""ท่านผู้พิพากษาคะ ตามที่คุณ<เอ็จเวิร์ธ>"""
[NewLine();],,[NewLine();]
"#""has said to the court...""",,"#""ได้กล่าวต่อศาล..."""
[ReadKey();],,[ReadKey();]
"#""I am a...""",,"#""ฉันเป็น..."""
[Wait(20);],,[Wait(20);]
"#"" ""professional.""""",,"#"" ""มืออาชีพ"""""
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""Uh...""",,"#""เอ่อ..."""
[Wait(20);],,[Wait(20);]
"#"" Huh?""",,"#"" เหอ?"""
[NewLine();],,[NewLine();]
"#""What exactly does that mean?""",,"#""แล้วนั่นหมายความว่ายังไง?"""
[ReadKey();],,[ReadKey();]
,,
[Miles Edgeworth],,[Miles Edgeworth]
"#""Until two years ago, Ms.""",,"#""จนถึงเมื่อสองปีก่อน"""
[NewLine();],,[NewLine();]
"#""Angel Starr was a special""",,"#""คุณ<แองเจิล สตาร์> เธอเป็น"""
[NewLine();],,[NewLine();]
"#""investigator with the police.""",,"#""สายสืบคดีพิเศษให้ตำรวจ"""
[Op_2D();],,[Op_2D();]
,,
[Miles Edgeworth],,[Miles Edgeworth]
"#""She was a first-rate""",,"#""เธอเคยเป็นสายสืบ"""
[NewLine();],,[NewLine();]
"#""homicide detective.""",,"#""คดีอาชญากรรมอันดับหนึ่ง"""
[ReadKey();],,[ReadKey();]
,,
[Ema],,[Ema]
"#""Wh-""",,"#""ห๊ะ-"""
[Wait(8);],,[Wait(8);]
"#""whaaaat!?""",,"#""ห๊าาาาา!?"""
[NewLine();],,[NewLine();]
"#""Ms. Starr was a """,,"#""คุณ<สตาร์>เคยเป็น"""
"#""detective!?""",,"#""ตำรวจเหรอ!?"""
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""...""",,"#""..."""
[ReadKey();],,[ReadKey();]
"#""Aaa""",,"#""อ๊าา"""
"#""aaa""",,"#""าาา"""
"#""aaa""",,"#""าาา"""
"#""aaa""",,"#""าาา"""
"#""aaa""",,"#""าาา"""
"#""aaa""",,"#""าาา"""
"#""a-""",,"#""า-"""
[Wait(8);],,[Wait(8);]
"#""h""",,"#""ห๊"""
"#""ah!""",,"#""าา!"""
[ReadKey();],,[ReadKey();]
"#""I-""",,"#""ผ-"""
[Wait(8);],,[Wait(8);]
"#""I """,,"#""ผม"""
"#""know who you are!!!""",,"#""รู้ว่าคุณคือใคร!!!"""
[NewLine();],,[NewLine();]
"#""Cough-up...!?""",,"#""เจ้าแม่...!?"""
[ReadKey();],,[ReadKey();]
,,
[Starr],,[Starr]
"#""Cough-up Queen Angel Starr,""",,"#""เจ้าแม่จับโป๊ะ <แองเจิล สตาร์>ค่ะ"""
[NewLine();],,[NewLine();]
"#""Your Honor.""",,"#""ท่านผู้พิพากษา"""
[NewLine();],,[NewLine();]
"#""Long time no see.""",,"#""ไม่ได้เจอกันนานนะคะ"""
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""V-""",,"#""ถ-"""
[Wait(8);],,[Wait(8);]
"#""v-""",,"#""ถ-"""
[Wait(8);],,[Wait(8);]
"#""very """,,"#""ถ้าอย่าง"""
"#""well!""",,"#""นั้น!"""
[Wait(20);],,[Wait(20);]
[NewLine();],,[NewLine();]
"#""Y-""",,"#""ค-"""
[Wait(8);],,[Wait(8);]
"#""you may continue with""",,"#""คุณเชิญพูดต่อได้เลย"""
[NewLine();],,[NewLine();]
"#""the description, Ms. Starr!""",,"#""คุณ<สตาร์>!"""
[ReadKey();],,[ReadKey();]
,,
[Phoenix Wright],,[Phoenix Wright]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""(Just who is this lady!?)""",,"#""(สรุปสาวคนนี้มันเป็นใครเนี่ย!?)"""
[SetTextColor(White);],,[SetTextColor(White);]
[Op_2D();],,[Op_2D();]
,,
[Starr],,[Starr]
"#""If I might have the court's""",,"#""ขอให้ศาลรับฟังตรงนี้"""
[NewLine();],,[NewLine();]
"#""attention over here...""",,"#""สักครู่นะคะ..."""
[Op_2D();],,[Op_2D();]
,,
[Starr],,[Starr]
"#""The parking lot at the""",,"#""ลานจอดรถที่สำนักงานอัยการ"""
[NewLine();],,[NewLine();]
"#""Prosecutor's Office is""",,"#""ถูกแบ่งออกเป็นสองโซน"""
[NewLine();],,[NewLine();]
"#""divided into two blocks.""",,"#"""""
[ReadKey();],,[ReadKey();]
[SetTextColor(Red);],,[SetTextColor(Red);]
"#""A Block""",,"#""โซน A"""
[SetTextColor(White);],,[SetTextColor(White);]
"#"" is for the""",,"#"" สำหรับ"""
[NewLine();],,[NewLine();]
"#""Prosecutor's Office personnel.""",,"#""เจ้าหน้าที่สำนักงานอัยการ"""
[ReadKey();],,[ReadKey();]
[SetTextColor(Red);],,[SetTextColor(Red);]
"#""B Block""",,"#""โซน B"""
[SetTextColor(White);],,[SetTextColor(White);]
"#"" is for visitors""",,"#"" สำหรับผู้มาติดต่อ"""
[NewLine();],,[NewLine();]
"#""and clients...""",,"#""และบุคคลภายนอก..."""
[ReadKey();],,[ReadKey();]
"#""A chain divider separates""",,"#""มีรั้วเหล็กกั้นแบ่งโซน"""
[NewLine();],,[NewLine();]
"#""the two blocks.""",,"#""ระหว่างสองโซน"""
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""I suppose that's to keep""",,"#""ศาลคิดว่านั่นคงจะทำให้"""
[NewLine();],,[NewLine();]
"#""visitors from taking up""",,"#""คนนอกไม่สามารถใช้ที่จอด"""
[NewLine();],,[NewLine();]
"#""prosecutor's spaces, yes?""",,"#""ของอัยการได้ใช่ไหม?"""
[ReadKey();],,[ReadKey();]
,,
[Starr],,[Starr]
"#""The crime took place by a""",,"#""สถานที่เกิดเหตุคือ"""
[NewLine();],,[NewLine();]
"#""car in the back of """,,"#""รถยนต์ในแถวหลังของ """
[SetTextColor(Red);],,[SetTextColor(Red);]
"#""A Block""",,"#""โซน A"""
[SetTextColor(White);],,[SetTextColor(White);]
"#"",""",,"#"""""
[NewLine();],,[NewLine();]
"#""in the car's trunk.""",,"#""ในท้ายรถ"""
[ReadKey();],,[ReadKey();]
"#""The killer stabbed the""",,"#""ฆาตกรแทงเหยี่อ"""
[NewLine();],,[NewLine();]
"#""victim """,,"#"""""
"#""with this """,,"#""ด้วย"""
[SetTextColor(Red);],,[SetTextColor(Red);]
"#""knife""",,"#""มีด"""
[SetTextColor(White);],,[SetTextColor(White);]
"#"" and""",,"#""เล่มนี้"""
[NewLine();],,[NewLine();]
"#""went to drive the body out.""",,"#""และกำลังจะขนย้ายศพออกไป"""
[ReadKey();],,[ReadKey();]
"#""Unfortunately for her there""",,"#""แต่น่าเสียดายที่มีพยานมาพบเห็น"""
[NewLine();],,[NewLine();]
"#""was a witness, and an arrest""",,"#""ทำให้เธอถูกจับกุม"""
[NewLine();],,[NewLine();]
"#""was made on the spot.""",,"#""คาหนังคาเขา"""
[ReadKey();],,[ReadKey();]
,,
[Judge],,[Judge]
"#""And who was this""",,"#""แล้วใครกันที่เป็น"""
[NewLine();],,[NewLine();]
"#""valiant ""witness""...?""",,"#""""พยาน"" ผู้กล้าคนนี้...?"""
[ReadKey();],,[ReadKey();]
,,
[Starr],,[Starr]
"#""Why, """,,"#""จะใครล่ะ """
[Wait(15);],,[Wait(15);]
"#""it was me,""",,"#""ก็ฉันเอง"""
[Wait(15);],,[Wait(15);]
"#"" Your Honor.""",,"#"" ท่านผู้พิพากษา"""
[Op_2D();],,[Op_2D();]
,,
[Clear Speaker],,[Clear Speaker]
[SetTextColor(Blue);],,[SetTextColor(Blue);]
"#""Parking Lot Floor Plans""",,"#""แผนผังลานจอดรถ"""
[NewLine();],,[NewLine();]
"#""added to the Court Record.""",,"#""ถูกเพิ่มลงในบันทึกคดี"""
[SetTextColor(White);],,[SetTextColor(White);]
[Op_2D();],,[Op_2D();]
,,
[Judge],,[Judge]
"#""Witness, did you see the""",,"#""พยาน นี่คุณเห็น"""
[NewLine();],,[NewLine();]
"#""very moment of the crime?""",,"#""ตอนที่เกิดการฆาตกรรมเลยเหรอ?"""
[ReadKey();],,[ReadKey();]
,,
[Starr],,[Starr]
"#""Of course,""",,"#""แน่นอนค่ะ"""
[Wait(15);],,[Wait(15);]
